cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
派特,PAT,198821,1988,---,"133.2, 15.6",1988年 10月 21日,1,海上 1988-10-19 15:50:00,海上 1988-10-21 09:00:00,8,中度,38 (公尺/秒),---,在呂宋島東方海面向西北西轉西移動，穿越呂宋島進入南海後遠離。,---,---,198821-派特,198821-派特/各測站總雨量長條圖.png,198821-派特/各測站連續24小時累積雨量長條圖.png,---,198821-派特/颱風路徑圖.png,198821-派特/颱風警報單.pdf
歐黛莎,ODESSA,198820,1988,---,"132.5, 19.0",1988年 10月 13日,1,海上 1988-10-12 15:50:00,海上 1988-10-14 03:40:00,7,輕度,25 (公尺/秒),---,形成後向西之方向行進，至恆春東南東方約800公里之海面，逐漸轉向東北東方向遠離。,---,---,198820-歐黛莎,198820-歐黛莎/各測站總雨量長條圖.png,198820-歐黛莎/各測站連續24小時累積雨量長條圖.png,---,198820-歐黛莎/颱風路徑圖.png,198820-歐黛莎/颱風警報單.pdf
尼爾森,NELSON,198819,1988,---,"137.1, 12.2",1988年 10月 05日,1,海上 1988-10-03 21:15:00;陸上 1988-10-04 08:50:00,陸上 1988-10-05 21:10:00;海上 1988-10-06 03:40:00,10,強烈,63 (公尺/秒),---,形成後以西北西轉西北方向行進，在恆春東南方海面上逐漸轉向東北遠離。,---,---,198819-尼爾森,198819-尼爾森/各測站總雨量長條圖.png,198819-尼爾森/各測站連續24小時累積雨量長條圖.png,---,198819-尼爾森/颱風路徑圖.png,198819-尼爾森/颱風警報單.pdf
李尹,LEE,198817,1988,---,"134.5, 18.4",1988年 09月 24日,1,海上 1988-09-23 09:50:00,海上 1988-09-24 09:45:00,5,輕度,28 (公尺/秒),---,形成後以西北西方向行進，至宮古島東南方近海時由北轉向東北遠離。,---,---,198817-李尹,198817-李尹/各測站總雨量長條圖.png,198817-李尹/各測站連續24小時累積雨量長條圖.png,---,198817-李尹/颱風路徑圖.png,198817-李尹/颱風警報單.pdf
克蒂,KIT,198816,1988,---,"121.8, 18.0",1988年 09月 21日,1,海上 1988-09-21 10:15:00,海上 1988-09-22 09:05:00,5,輕度,28 (公尺/秒),---,形成後穿越呂宋島北端，以西北轉北北西之方向，於22日上午8時左右在汕頭西南方約80公里處登陸後減弱。,---,---,198816-克蒂,198816-克蒂/各測站總雨量長條圖.png,198816-克蒂/各測站連續24小時累積雨量長條圖.png,---,198816-克蒂/颱風路徑圖.png,198816-克蒂/颱風警報單.pdf
華倫,WARREN,198805,1988,---,"144.7, 12.3",1988年 07月 18日,1,海上 1988-07-17 08:45:00;陸上 1988-07-17 21:15:00,陸上 1988-07-19 21:00:00;海上 1988-07-19 21:00:00,11,強烈,55 (公尺/秒),---,形成後以西北西方向行進，經呂宋島北方近海後轉向西北方向，於19日下午4時30分左右在汕頭西方登陸後減弱。,---,---,198805-華倫,198805-華倫/各測站總雨量長條圖.png,198805-華倫/各測站連續24小時累積雨量長條圖.png,---,198805-華倫/颱風路徑圖.png,198805-華倫/颱風警報單.pdf
蘇珊,SUSAN,198802,1988,9,"119.4, 18.4",1988年 06月 02日,1,海上 1988-05-31 21:15:00;陸上 1988-06-01 04:25:00,陸上 1988-06-02 20:55:00;海上 1988-06-02 20:55:00,9,中度,40 (公尺/秒),高雄至恆春間,形成後以西北轉北之方向行進，在東沙島東南方海上轉向東北方向移動，於2日6時40分在恆春半島登陸，由臺東大武附近出海，經琉球石垣島近海向東北方遠離。,災情輕微。,---,198802-蘇珊,198802-蘇珊/各測站總雨量長條圖.png,198802-蘇珊/各測站連續24小時累積雨量長條圖.png,198802-蘇珊/颱風雨量綜合資訊.pdf,198802-蘇珊/颱風路徑圖.png,198802-蘇珊/颱風警報單.pdf
佩姬,PEGGY,198607,1986,5,"150.6, 14.0",1986年 07月 10日,1,海上 1986-07-07 09:00:00;陸上 1986-07-07 21:10:00,陸上 1986-07-11 08:50:00;海上 1986-07-11 15:15:00,18,強烈,70 (公尺/秒),---,形成後向西北西行進，通過呂宋島北端後轉向西移動，從汕頭西南方登陸(暴風圈掠過南部)。,東部略有災情。,---,198607-佩姬,198607-佩姬/各測站總雨量長條圖.png,198607-佩姬/各測站連續24小時累積雨量長條圖.png,198607-佩姬/颱風雨量綜合資訊.pdf,198607-佩姬/颱風路徑圖.png,198607-佩姬/颱風警報單.pdf
琳恩,LYNN,198720,1987,5,"157.2, 12.8",1987年 10月 24日,1,海上 1987-10-22 16:05:00;陸上 1987-10-23 09:55:00,陸上 1987-10-27 09:50:00;海上 1987-10-27 09:50:00,20,強烈,53 (公尺/秒),---,形成後在呂宋島東方海面以西北西方向行進，經呂宋島北部近海後，在恆春西南方轉向北方緩慢移動，不久減弱為熱帶性低氣壓(暴風圈掠過南部)。,受到颱風外圍環流及東北季風雙重影響，造成北部地區近年來最嚴重之積水，尤其松山、南港、內湖、汐止一帶最嚴重，有人員傷亡及失蹤。,---,198720-琳恩,198720-琳恩/各測站總雨量長條圖.png,198720-琳恩/各測站連續24小時累積雨量長條圖.png,198720-琳恩/颱風雨量綜合資訊.pdf,198720-琳恩/颱風路徑圖.png,198720-琳恩/颱風警報單.pdf
傑魯得,GERALD,198714,1987,5,"126.8, 16.3",1987年 09月 09日,1,海上 1987-09-07 16:10:00;陸上 1987-09-08 09:35:00,陸上 1987-09-10 21:20:00;海上 1987-09-11 03:55:00,15,強烈,51 (公尺/秒),---,形成後以西北轉北北西方向行進，經臺灣西南部近海，從金門東方登陸大陸。,南部及東部有災情，其中尤以屏東縣最為嚴重，有人員傷亡及失蹤。,---,198714-傑魯得,198714-傑魯得/各測站總雨量長條圖.png,198714-傑魯得/各測站連續24小時累積雨量長條圖.png,198714-傑魯得/颱風雨量綜合資訊.pdf,198714-傑魯得/颱風路徑圖.png,198714-傑魯得/颱風警報單.pdf
黛納,DINAH,198711,1987,---,"147.0, 11.3",1987年 08月 29日,1,海上 1987-08-27 15:15:00;陸上 1987-08-28 09:25:00,陸上 1987-08-30 08:30:00;海上 1987-08-30 08:30:00,12,強烈,62 (公尺/秒),---,形成後在呂宋島東方海面以北北西轉西北方向行進，至宮古島東南方時漸轉北，通過那霸與宮古島間後遠離。,---,---,198711-黛納,198711-黛納/各測站總雨量長條圖.png,198711-黛納/各測站連續24小時累積雨量長條圖.png,---,198711-黛納/颱風路徑圖.png,198711-黛納/颱風警報單.pdf
凱瑞,CARY,198710,1987,---,"134.7, 12.8",1987年 08月 18日,1,海上 1987-08-15 09:40:00,海上 1987-08-19 03:20:00,16,中度,38 (公尺/秒),---,形成後以西北西方向行進，至呂宋島近海打轉後朝西移行，通過呂宋島中部後進入南海。,---,---,198710-凱瑞,198710-凱瑞/各測站總雨量長條圖.png,198710-凱瑞/各測站連續24小時累積雨量長條圖.png,---,198710-凱瑞/颱風路徑圖.png,198710-凱瑞/颱風警報單.pdf
亞力士,ALEX,198708,1987,6,"132.9, 10.6",1987年 07月 27日,1,海上 1987-07-25 15:10:00;陸上 1987-07-25 21:00:00,陸上 1987-07-27 21:35:00;海上 1987-07-27 21:35:00,10,中度,35 (公尺/秒),彭佳嶼至宜蘭間,形成後在呂宋島東方海面以西北方向行進，至恆春東南方海面200公里處轉向北北西移動，於27日6時左右在宜蘭頭城附近登陸由基隆附近出海，從浙江南部登陸大陸(暴風圈掠過全臺)。,災情輕微，有人員傷亡及失蹤。,---,198708-亞力士,198708-亞力士/各測站總雨量長條圖.png,198708-亞力士/各測站連續24小時累積雨量長條圖.png,198708-亞力士/颱風雨量綜合資訊.pdf,198708-亞力士/颱風路徑圖.png,198708-亞力士/颱風警報單.pdf
費南,VERNON,198706,1987,6,"133.1, 12.2",1987年 07月 21日,1,海上 1987-07-19 15:15:00;陸上 1987-07-20 04:30:00,陸上 1987-07-21 21:40:00;海上 1987-07-22 04:25:00,11,中度,33 (公尺/秒),彭佳嶼至宜蘭間,形成後以北北西方向行進，經臺灣東部海面後，於21日下午經過臺灣東北角陸地後，進入東海遠離(暴風圈掠過北部及東部)。,引進西南氣流造成臺南與高雄地區積水成災，並有人員傷亡。,---,198706-費南,198706-費南/各測站總雨量長條圖.png,198706-費南/各測站連續24小時累積雨量長條圖.png,198706-費南/颱風雨量綜合資訊.pdf,198706-費南/颱風路徑圖.png,198706-費南/颱風警報單.pdf
賽洛瑪,THELMA,198705,1987,---,"145.5, 14.6",1987年 07月 14日,1,海上 1987-07-11 10:00:00;陸上 1987-07-12 21:00:00,陸上 1987-07-14 20:55:00;海上 1987-07-15 04:10:00,16,強烈,60 (公尺/秒),---,形成後以西北西轉西之方向行進，至呂宋島東方450公里海面時轉向北北西移動，經宮古島及石垣島間轉北進入東海遠離。,---,---,198705-賽洛瑪,198705-賽洛瑪/各測站總雨量長條圖.png,198705-賽洛瑪/各測站連續24小時累積雨量長條圖.png,---,198705-賽洛瑪/颱風路徑圖.png,198705-賽洛瑪/颱風警報單.pdf
艾倫,ELLEN,198617,1986,---,"126.6, 10.8",1986年 10月 16日,1,海上 1986-10-14 14:50:00;陸上 1986-10-15 15:40:00,陸上 1986-10-17 09:20:00;海上 1986-10-17 20:35:00,14,中度,40 (公尺/秒),---,形成後以北北西轉西北之方向行進，經東沙島及香港南方海面後登陸大陸。,---,---,198617-艾倫,198617-艾倫/各測站總雨量長條圖.png,198617-艾倫/各測站連續24小時累積雨量長條圖.png,---,198617-艾倫/颱風路徑圖.png,198617-艾倫/颱風警報單.pdf
艾貝,ABBY,198613,1986,3,"140.4, 14.3",1986年 09月 19日,1,海上 1986-09-16 09:50:00;陸上 1986-09-17 15:35:00,陸上 1986-09-20 15:25:00;海上 1986-09-20 15:25:00,18,強烈,51 (公尺/秒),花蓮至成功間,形成後在琉球南方以西北西方向行進，於19日7時48分在成功登陸，由梧棲北方出海後，轉東北方向遠離。,中南部、東部均有災情。,---,198613-艾貝,198613-艾貝/各測站總雨量長條圖.png,198613-艾貝/各測站連續24小時累積雨量長條圖.png,198613-艾貝/颱風雨量綜合資訊.pdf,198613-艾貝/颱風路徑圖.png,198613-艾貝/颱風警報單.pdf
韋恩,WAYNE,198612,1986,特殊,"117.1, 15.8",1986年 08月 22日,3,海上 1986-08-20 20:50:00;陸上 1986-08-21 04:10:00,陸上 1986-08-23 04:30:00;海上 1986-08-23 15:15:00,12,中度,38 (公尺/秒),東石至臺中間,形成後以西北西轉西北進行，在香港西南方海面轉向東北，於 22 日 3 時 30 分通過澎湖，6 時 40 分自濁水溪口附近登陸，通過雲林南投，於下午 1 點左右由花蓮北方出海，後以東北東及東北方向行進至石恒島附近打轉排徊。,中、南部及澎湖地區損失慘重，有人員傷亡、失蹤。韋恩颱風為臺灣氣象史上第一次由中部登陸，為近年來最嚴重的天然災害。,---,198612-韋恩,198612-韋恩/各測站總雨量長條圖.png,198612-韋恩/各測站連續24小時累積雨量長條圖.png,198612-韋恩/颱風雨量綜合資訊.pdf,198612-韋恩/颱風路徑圖.png,198612-韋恩/颱風警報單.pdf
薇拉,VERA,198611,1986,---,"137.4, 22.1",1986年 08月 27日,1,海上 1986-08-25 09:55:00;陸上 1986-08-25 15:30:00,陸上 1986-08-27 09:30:00;海上 1986-08-27 15:58:00,10,中度,45 (公尺/秒),---,形成後在琉球東南方海面以西北西轉西北方向行進，經那霸島南方近海，東海南部朝向黃海遠離。,---,---,198611-薇拉,---,---,---,198611-薇拉/颱風路徑圖.png,198611-薇拉/颱風警報單.pdf
莎拉,SARAH,198609,1986,---,"126.9, 16.3",1986年 08月 02日,1,海上 1986-08-01 09:20:00,海上 1986-08-03 09:50:00,9,輕度,23 (公尺/秒),---,形成後向西北西行進，於2日清晨移至呂宋島東北端近海時，高層環流繼續偏西移動登陸呂宋島後進入南海，低層中心則轉向東北進行經那霸東方海面遠離。,---,---,198609-莎拉,198609-莎拉/各測站總雨量長條圖.png,198609-莎拉/各測站連續24小時累積雨量長條圖.png,---,198609-莎拉/颱風路徑圖.png,198609-莎拉/颱風警報單.pdf
南施,NANCY,198605,1986,6,"127.8, 15.5",1986年 06月 24日,1,海上 1986-06-22 15:25:00;陸上 1986-06-22 20:55:00,陸上 1986-06-24 15:00:00;海上 1986-06-24 15:00:00,9,中度,38 (公尺/秒),花蓮至成功間,形成後向西北轉北行進，於24日2時左右在花蓮附近登陸，由基隆附近出海後轉向北北東移動。,東部略有災情。,---,198605-南施,198605-南施/各測站總雨量長條圖.png,198605-南施/各測站連續24小時累積雨量長條圖.png,198605-南施/颱風雨量綜合資訊.pdf,198605-南施/颱風路徑圖.png,198605-南施/颱風警報單.pdf
芙瑞達,FREDA,197712,1977,---,"118.5, 19.4",1977年 09月 24日,1,海上 1977-09-24 04:10:00,海上 1977-09-24 15:00:00,3,輕度,28 (公尺/秒),---,形成後向西北西進行，由雷州半島東北部登陸大陸。,---,---,197712-芙瑞達,---,---,---,197712-芙瑞達/颱風路徑圖.png,197712-芙瑞達/颱風警報單.pdf
白蘭黛,BRENDA,198519,1985,6,"130.4, 16.1",1985年 10月 04日,1,海上 1985-10-02 16:05:00;陸上 1985-10-03 09:10:00,陸上 1985-10-04 21:10:00;海上 1985-10-05 04:00:00,11,中度,45 (公尺/秒),---,形成後向西北轉北之方向沿著臺灣東部近海北上(暴風圈籠罩全臺)，在臺灣東北方海面時轉向東北離去。,北部、東部略有災情，有人員傷亡。,---,198519-白蘭黛,198519-白蘭黛/各測站總雨量長條圖.png,198519-白蘭黛/各測站連續24小時累積雨量長條圖.png,198519-白蘭黛/颱風雨量綜合資訊.pdf,198519-白蘭黛/颱風路徑圖.png,198519-白蘭黛/颱風警報單.pdf
衛奧,VAL,198516,1985,5,"132.0, 18.1",1985年 09月 17日,1,海上 1985-09-15 16:00:00;陸上 1985-09-16 12:55:00,陸上 1985-09-17 09:45:00;海上 1985-09-17 21:15:00,11,輕度,25 (公尺/秒),---,形成後向西北西轉西進行，通過恆春南方近海後(暴風圈掠過臺灣南端)進入東沙島海面。,東南部略有災情。,---,198516-衛奧,198516-衛奧/各測站總雨量長條圖.png,198516-衛奧/各測站連續24小時累積雨量長條圖.png,198516-衛奧/颱風雨量綜合資訊.pdf,198516-衛奧/颱風路徑圖.png,198516-衛奧/颱風警報單.pdf
蒂絲,TESS,198515,1985,---,"131.1, 15.1",1985年 09月 04日,1,海上 1985-09-03 16:00:00,海上 1985-09-05 04:00:00,7,中度,33 (公尺/秒),---,形成後穿過呂宋島北部，後向西北轉西進行，經東沙島南方海面，進入香港附近海面。,---,---,198515-蒂絲,198515-蒂絲/各測站總雨量長條圖.png,198515-蒂絲/各測站連續24小時累積雨量長條圖.png,---,198515-蒂絲/颱風路徑圖.png,198515-蒂絲/颱風警報單.pdf
派特,PAT,198512,1985,---,"125.8, 21.3",1985年 08月 27日,1,海上 1985-08-27 15:30:00,海上 1985-08-30 09:40:00,12,中度,35 (公尺/秒),---,形成後以極緩慢之速度向東北轉北移動，後進入日本南方海面。,---,---,198512-派特,198512-派特/各測站總雨量長條圖.png,198512-派特/各測站連續24小時累積雨量長條圖.png,---,198512-派特/颱風路徑圖.png,198512-派特/颱風警報單.pdf
尼爾森,NELSON,198510,1985,1,"140.0, 21.2",1985年 08月 23日,1,海上 1985-08-20 15:30:00;陸上 1985-08-21 21:00:00,陸上 1985-08-23 20:30:00;海上 1985-08-24 04:35:00,15,中度,48 (公尺/秒),---,形成後在那霸島南方向西北西進行，通過石垣島、臺灣北部近海(暴風圈涵蓋中、北部)，經由馬祖南方進入大陸地區。,北部及東北部損失慘重，有人員傷亡及失蹤。,---,198510-尼爾森,198510-尼爾森/各測站總雨量長條圖.png,198510-尼爾森/各測站連續24小時累積雨量長條圖.png,198510-尼爾森/颱風雨量綜合資訊.pdf,198510-尼爾森/颱風路徑圖.png,198510-尼爾森/颱風警報單.pdf
傑夫,JEFF,198506,1985,1,"146.1, 22.7",1985年 07月 29日,1,海上 1985-07-28 09:00:00;陸上 1985-07-28 15:05:00,陸上 1985-07-30 09:00:00;海上 1985-07-30 20:50:00,11,中度,35 (公尺/秒),---,形成後在宮古島附近向西北西進行，通過臺灣北部海面後(暴風圈掠過臺灣東北角)進入浙江省。,北部略有災情。,---,198506-傑夫,198506-傑夫/各測站總雨量長條圖.png,198506-傑夫/各測站連續24小時累積雨量長條圖.png,198506-傑夫/颱風雨量綜合資訊.pdf,198506-傑夫/颱風路徑圖.png,198506-傑夫/颱風警報單.pdf
海爾,HAL,198504,1985,5,"131.5, 14.5",1985年 06月 22日,1,海上 1985-06-21 09:50:00;陸上 1985-06-22 04:00:00,陸上 1985-06-23 21:30:00;海上 1985-06-24 04:00:00,12,中度,48 (公尺/秒),---,在呂宋島東方海面形成後，向西北轉西北西進行，通過巴士海峽南端(暴風圈掠過臺灣南部) ，經由香港附近進入大陸地區。,東南部及南部地區災情嚴重，有人員傷亡及失蹤。,---,198504-海爾,198504-海爾/各測站總雨量長條圖.png,198504-海爾/各測站連續24小時累積雨量長條圖.png,198504-海爾/颱風雨量綜合資訊.pdf,198504-海爾/颱風路徑圖.png,198504-海爾/颱風警報單.pdf
比爾,BILL,198425,1984,---,"153.5, 13.9",1984年 11月 18日,1,海上 1984-11-17 15:00:00,海上 1984-11-18 21:00:00,6,強烈,51 (公尺/秒),---,形成後在呂宋島東北方近海向西北移動，至巴士海峽東部時，順轉一圈後朝向東南方移動，最後消失於呂宋島東方海面上。,---,---,198425-比爾,198425-比爾/各測站總雨量長條圖.png,198425-比爾/各測站連續24小時累積雨量長條圖.png,---,198425-比爾/颱風路徑圖.png,198425-比爾/颱風警報單.pdf
裘恩,JUNE,198412,1984,5,"125.3, 17.7",1984年 08月 29日,1,海上 1984-08-28 16:10:00;陸上 1984-08-28 16:10:00,陸上 1984-08-29 20:50:00;海上 1984-08-31 04:00:00,11,輕度,32 (公尺/秒),---,形成後向西北西移動，至呂宋島北北西方近海時，由其西南方之副中心所取代，繼續向西北轉北北西方進行，由汕頭附近進入大陸。,造成臺灣南部海水倒灌，農漁業損失慘重。,---,198412-裘恩,198412-裘恩/各測站總雨量長條圖.png,198412-裘恩/各測站連續24小時累積雨量長條圖.png,198412-裘恩/颱風雨量綜合資訊.pdf,198412-裘恩/颱風路徑圖.png,198412-裘恩/颱風警報單.pdf
郝麗,HOLLY,198410,1984,6,"134.8, 20.3",1984年 08月 19日,1,海上 1984-08-17 15:00:00;陸上 1984-08-17 15:00:00,陸上 1984-08-19 21:30:00;海上 1984-08-19 21:30:00,10,中度,35 (公尺/秒),---,形成後向西北進行，經那霸島西方海面時轉向北方遠離。,北部災情輕微。,---,198410-郝麗,198410-郝麗/各測站總雨量長條圖.png,198410-郝麗/各測站連續24小時累積雨量長條圖.png,198410-郝麗/颱風雨量綜合資訊.pdf,198410-郝麗/颱風路徑圖.png,198410-郝麗/颱風警報單.pdf
傑魯得,GERALD,198409,1984,---,"118.8, 19.7",1984年 08月 16日,1,海上 1984-08-16 15:00:00,海上 1984-08-19 09:50:00,12,輕度,28 (公尺/秒),---,形成後即在原地徘徊，於17日上午由其西南方的副中心取代原主中心，仍在原地徘徊，於19日上午向西遠離。,---,---,198409-傑魯得,198409-傑魯得/各測站總雨量長條圖.png,198409-傑魯得/各測站連續24小時累積雨量長條圖.png,---,198409-傑魯得/颱風路徑圖.png,198409-傑魯得/颱風警報單.pdf
芙瑞達,FREDA,198408,1984,2,"126.2, 18.9",1984年 08月 07日,1,海上 1984-08-06 15:10:00;陸上 1984-08-06 15:10:00,陸上 1984-08-08 04:00:00;海上 1984-08-08 09:40:00,8,輕度,25 (公尺/秒),彭佳嶼至基隆間,形成後向西北轉西北西移動，於7日午後由基隆外海進入大屯山區，由淡水河口進入臺灣海峽北部(暴風圈掠過東部及中、北部)，經由馬祖附近登陸福建省。,北部五縣市均有嚴重災情，有人員傷亡、失蹤。,---,198408-芙瑞達,198408-芙瑞達/各測站總雨量長條圖.png,198408-芙瑞達/各測站連續24小時累積雨量長條圖.png,198408-芙瑞達/颱風雨量綜合資訊.pdf,198408-芙瑞達/颱風路徑圖.png,198408-芙瑞達/颱風警報單.pdf
伊瑪,IRMA,198125,1981,---,"147.8, 13.4",1981年 11月 26日,1,海上 1981-11-25 09:45:00;陸上 1981-11-25 16:00:00,陸上 1981-11-26 16:00:00;海上 1981-11-26 21:15:00,7,輕度,28 (公尺/秒),---,原為超級強烈颱風，向西移穿過呂宋島後減弱為輕度颱風，而後轉向東北進行，經過蘭嶼近海，於宮古島附近消失。,---,---,198125-伊瑪,198125-伊瑪/各測站總雨量長條圖.png,198125-伊瑪/各測站連續24小時累積雨量長條圖.png,---,198125-伊瑪/颱風路徑圖.png,198125-伊瑪/颱風警報單.pdf
亞力士,ALEX,198403,1984,6,"124.0, 16.3",1984年 07月 03日,1,海上 1984-07-02 21:00:00;陸上 1984-07-03 04:10:00,陸上 1984-07-04 04:00:00;海上 1984-07-04 09:00:00,8,中度,35 (公尺/秒),花蓮至成功間,形成後向西北轉北北西移動，於3日13時在成功北方約10公里處登陸，由新竹出海(暴風圈籠罩全臺)後，轉北北東進入浙江省。,帶給中、南部豪雨，尤其臺南縣白河一帶較為嚴重，有人員死亡，數百人無家可歸。,---,198403-亞力士,198403-亞力士/各測站總雨量長條圖.png,198403-亞力士/各測站連續24小時累積雨量長條圖.png,198403-亞力士/颱風雨量綜合資訊.pdf,198403-亞力士/颱風路徑圖.png,198403-亞力士/颱風警報單.pdf
魏恩,WYNNE,198402,1984,4,"131.6, 21.7",1984年 06月 24日,1,海上 1984-06-21 14:45:00;陸上 1984-06-22 20:40:00,陸上 1984-06-24 08:50:00;海上 1984-06-24 14:25:00,13,輕度,28 (公尺/秒),臺東至恆春間,形成後在宮古島南方向西移動，於24日凌晨1時至2時間，通過恆春附近後(暴風圈掠過南部)，經入廣東省。,未造成嚴重災害，臺東地區有人員死亡。,---,198402-魏恩,198402-魏恩/各測站總雨量長條圖.png,198402-魏恩/各測站連續24小時累積雨量長條圖.png,198402-魏恩/颱風雨量綜合資訊.pdf,198402-魏恩/颱風路徑圖.png,198402-魏恩/颱風警報單.pdf
佛瑞特,FORREST,198310,1983,---,"143.2, 11.0",1983年 09月 26日,1,海上 1983-09-23 21:10:00,海上 1983-09-27 04:30:00,14,強烈,65 (公尺/秒),---,形成後向西北轉北北西進行，經過宮古島東北方，進入東海後在124°E轉向登陸日本九州、四國。,---,---,198310-佛瑞特,198310-佛瑞特/各測站總雨量長條圖.png,198310-佛瑞特/各測站連續24小時累積雨量長條圖.png,---,198310-佛瑞特/颱風路徑圖.png,198310-佛瑞特/颱風警報單.pdf
艾倫,ELLEN,198309,1983,5,"171.3, 13.1",1983年 09月 07日,1,海上 1983-09-05 21:00:00;陸上 1983-09-06 09:10:00,陸上 1983-09-07 21:00:00;海上 1983-09-08 09:10:00,11,強烈,63 (公尺/秒),---,形成後在菲律賓東部海面向西北進行，穿過呂宋島北部近海後，由香港西邊登陸大陸(臺灣不在暴風圈內)。,對於臺灣陸地沒有影響，只有屏東地區災情輕微，但對於海上方面，造成2起大海難，造成數10人死亡、失蹤。,---,198309-艾倫,198309-艾倫/各測站總雨量長條圖.png,198309-艾倫/各測站連續24小時累積雨量長條圖.png,198309-艾倫/颱風雨量綜合資訊.pdf,198309-艾倫/颱風路徑圖.png,198309-艾倫/颱風警報單.pdf
艾貝,ABBY,198305,1983,---,"139.4, 9.9",1983年 08月 12日,1,海上 1983-08-09 16:00:00,海上 1983-08-13 04:30:00,15,強烈,67 (公尺/秒),---,形成後以西北轉北進行，經過那霸島東方海面，撲向日本本州。,---,---,198305-艾貝,198305-艾貝/各測站總雨量長條圖.png,198305-艾貝/各測站連續24小時累積雨量長條圖.png,---,198305-艾貝/颱風路徑圖.png,198305-艾貝/颱風警報單.pdf
韋恩,WAYNE,198304,1983,5,"132.8, 15.4",1983年 07月 25日,1,海上 1983-07-23 15:30:00;陸上 1983-07-24 10:00:00,陸上 1983-07-25 15:00:00;海上 1983-07-25 20:50:00,10,強烈,63 (公尺/秒),---,形成後向西北西轉西北進行，穿過巴士海峽、臺灣海峽南部後(暴風圈掠過南部)，於金門與汕頭間登陸。,高屏地區及臺東地區災情嚴重，有人員傷亡、失蹤。,---,198304-韋恩,198304-韋恩/各測站總雨量長條圖.png,198304-韋恩/各測站連續24小時累積雨量長條圖.png,198304-韋恩/颱風雨量綜合資訊.pdf,198304-韋恩/颱風路徑圖.png,198304-韋恩/颱風警報單.pdf
南施,NANCY,198223,1982,---,"139.9, 16.2",1982年 10月 15日,1,海上 1982-10-14 08:50:00,海上 1982-10-15 14:40:00,6,強烈,58 (公尺/秒),---,形成後向西北西轉西進行，穿過呂宋島北部，移向南海。,---,---,198223-南施,198223-南施/各測站總雨量長條圖.png,198223-南施/各測站連續24小時累積雨量長條圖.png,---,198223-南施/颱風路徑圖.png,198223-南施/颱風警報單.pdf
肯恩,KEN,198220,1982,---,"131.8, 17.8",1982年 09月 20日,1,海上 1982-09-18 15:20:00;陸上 1982-09-19 15:50:00,陸上 1982-09-22 09:35:00;海上 1982-09-22 20:10:00,18,強烈,55 (公尺/秒),---,形成後向西北轉西北西行進，至恆春東南東方約390公里海面上時，呈近似滯留並擺動打轉長達2天之久，其後轉向東北遠離。,---,---,198220-肯恩,198220-肯恩/各測站總雨量長條圖.png,198220-肯恩/各測站連續24小時累積雨量長條圖.png,---,198220-肯恩/颱風路徑圖.png,198220-肯恩/颱風警報單.pdf
費依,FAYE,198215,1982,---,"120.3, 12.2",1982年 08月 26日,1,海上 1982-08-26 03:15:00,海上 1982-08-27 08:55:00,6,輕度,25 (公尺/秒),---,形成後沿菲律賓西部近海北上後向東北進行，穿過巴士海峽至石垣島南方海面時減弱為熱帶性低氣壓。(此颱風於28日又繼續發展為中度颱風，惟對臺灣不構成威脅)。,---,---,198215-費依,198215-費依/各測站總雨量長條圖.png,198215-費依/各測站連續24小時累積雨量長條圖.png,---,198215-費依/颱風路徑圖.png,198215-費依/颱風警報單.pdf
黛特,DOT,198213,1982,4,"147.4, 10.9",1982年 08月 15日,1,海上 1982-08-13 09:40:00;陸上 1982-08-13 20:20:00,陸上 1982-08-15 20:30:00;海上 1982-08-15 20:30:00,11,中度,33 (公尺/秒),臺東至恆春間,形成後向西北行進，至宮古島南方轉西北西前進，於15日2時30分，由臺東與恆春間登陸，6時許由高雄附近出海，再由汕頭進入大陸(暴風圈籠罩臺灣中、南部)。,東部鐵、公路損失較大，其餘地區災情不大。,---,198213-黛特,198213-黛特/各測站總雨量長條圖.png,198213-黛特/各測站連續24小時累積雨量長條圖.png,198213-黛特/颱風雨量綜合資訊.pdf,198213-黛特/颱風路徑圖.png,198213-黛特/颱風警報單.pdf
西仕,CECIL,198212,1982,6,"124.8, 20.7",1982年 08月 09日,1,海上 1982-08-06 10:10:00;陸上 1982-08-06 10:10:00,陸上 1982-08-10 12:30:00;海上 1982-08-10 21:30:00,20,強烈,55 (公尺/秒),---,形成後向西北轉北之方向，沿著臺灣東部海面北上，進入黃海(暴風圈掠過臺灣東部及東北部)。,北部地區災情嚴重，有多人傷亡、失蹤。,---,198212-西仕,198212-西仕/各測站總雨量長條圖.png,198212-西仕/各測站連續24小時累積雨量長條圖.png,198212-西仕/颱風雨量綜合資訊.pdf,198212-西仕/颱風路徑圖.png,198212-西仕/颱風警報單.pdf
